,Title,Artist,ReleaseDate,Lyrics,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
10,Ain't It Fun,Kidz Bop Kids,2014-07-15,"KIDZ BOP KIDS
I don't mind
Letting you down easy but just give it time
If it don't hurt now, but just wait, just wait a while
You're not the big fish in the pond no more
You are what they're feeding on

So what are you gonna do
When the world don't orbit around you
So what are you gonna do
When the world don't orbit around you

Ain't it fun
Living in the real world
Ain't it good
Being all alone

Where you're from
You might be the one who's running things
Well you can ring anybody's cell and get what you want
See it's easy to ignore trouble
When you're living in a bubble

So what are you gonna do
When the world don't orbit around you
So what are you gonna do
When nobody wants to be with you

Ain't it fun
Living in the real world
Ain't it good
Being all alone
Ain't it good to be on your own
Ain't it fun, you can't count on no one
Ain't it good to be on your own
Ain't it fun you can't count on no one
Ain't it fun
Living in the real world

Don't go crying to your mama
'Cause you're on you're own, in the real world
Don't go crying to your mama
'Cause you're on you're own, in the real world

Don't go crying to your mama
'Cause you're on you're own, in the real world
Don't go crying to your mama
'Cause you're on you're own, in the real world

Ain't it fun, ain't it fun
Baby now you're one of us
Ain't it fun, ain't it fun, ain't it fun

Ain't it fun
Living in the real world
Ain't it good, ain't it good
Being all alone
Ain't it fun
Living in the real world

Don't go crying to your mama
'Cause you're on your own, in the real world
Don't go crying to your mama
'Cause you're on your own, in the real world",23,0.0113,0.546,0.925,0,0.326,-1.464,0.0894,0.611,104.035
11,Airplanes,Kidz Bop Kids,2011-01-18,"Can we pretend that airplanes
In the night sky are like shooting stars?
I could really use a wish right now
Wish right now, wish right now
Can we pretend that airplanes
In the night sky are like shooting stars?
I could really use a wish right now
Wish right now, wish right now
Yeah, I could use a dream or a genie or a wish
To go back to a place much simpler than this
'Cause after all the partyin' and cashin' and crashin'
And all the glitz and the glam and the fashion
And all the pandemonium and all the madness
There comes a time where you fade to the blackness
And when you starin' at that phone in your lap
And you hopin' but them people never call you back
But that's just how the story unfolds
You get another hand soon after you fold
And when your plans unravel in the sand
What would you wish for if you had one chance?
So airplane, airplane, sorry I'm late
I'm on my way so don't close that gate
If I don't make that then I'll switch my flight
And I'll be right back at it by the end of the night
Can we pretend that airplanes
In the night sky are like shooting stars?
I could really use a wish right now
Wish right now, wish right now
Can we pretend that airplanes
In the night sky are like shooting stars?
I could really use a wish right now
Wish right now, wish right now
Yeah, somebody take me back to the days
Before this was a job, before I got paid
Before it ever mattered what I had in my bank
Yeah, back when I was tryin' to get a tip at subway
And back when I was rappin' for the thrill of it
But nowadays we rappin' to stay relevant
I'm guessin' that if we can make some wishes out of airplanes
Then maybe, oh, maybe I'll go back to the days
Before the politics that we call the rap game
And back when ain't nobody listened to my mix tape
And back before I tried to cover up my slang
But this is for the hater, what's up, Bobby Ray
So can I get a wish to end the politics?
And get back to the music that started this hit
So here I stand, and then again I say
I'm hopin' we can make some wishes out of airplanes
Can we pretend that airplanes
In the night sky are like shooting stars?
I could really use a wish right now
Wish right now, wish right now
Can we pretend that airplanes
In the night sky are like shooting stars?
I could really use a wish right now
Wish right now, wish right now
I could really use a wish right now
I, I, I could really use a wish right now
A wish right now, a wish right now",20,0.0629,0.719,0.836,1.29e-06,0.0644,-6.276,0.0618,0.801,92.957
12,Alejandro,Kidz Bop Kids,2010-07-20,"She's got both hands
In her pocket
And she won't look at you
Won't look at you
She hides true love
En su bolsillo
She's got a halo 'round her finger
Around you
You know that I love you boy
Just like Mexico, rejoice
At this point I gotta choose
Nothing to lose
Don't call my name
Don't call my name
Alejandro
I'm not your girl
I'm not your girl
Fernando
Don't wanna miss
Don't want too much
Just walk away from me and hush
Don't call my name
Don't call my name
Roberto
Alejandro
Alejandro
Ale-ale-jandro
Ale-ale-jandro
She's not broken
She's just a baby
But her boyfriend's like a friend
Just like a friend
And all those flames that
Burned before him
And now he's gonna fight your fight
Gonna cool the bad
You know that I love you, boy
Just like Mexico, rejoice
At this point I gotta choose
Nothing to lose
Don't call my name
Don't call my name
Alejandro
I'm not your girl
I'm not your girl
Fernando
Don't wanna miss
Don't want too much
Just walk away from me and hush
Don't call my name
Don't call my name
Roberto
Alejandro
Alejandro
Ale-ale-jandro
Ale-ale-jandro
Don't bother me
Don't bother me
Alejandro
Don't call my name
Don't call my name
Bye, Fernando
I'm not your girl
I'm not your girl
Alejandro
Don't wanna miss
Don't want too much
Fernando
Don't call my name
Don't call my name
Alejandro
I'm not your girl
I'm not your girl
Fernando
Don't wanna miss
Don't want too much
Just walk away from me and hush
Don't call my name
Don't call my name
Roberto
Alejandro
Alejandro
Ale-ale-jandro
Ale-ale-jandro
Alejandro
Alejandro
Ale-ale-jandro
Ale-ale-jandro",14,0.0352,0.631,0.783,0,0.307,-6.806,0.0269,0.817,99.006
13,Alive,Kidz Bop Kids,2003-03-04,"Everyday is a new day
I'm thankful for every breath I take
I won't take it for granted
So I learn from my mistakes

It's beyond my control
Sometimes it's best to let go
Whatever happens in this lifetime
So I trust in love
You have given me peace of mind

I, I feel so alive
For the very first time
I can't deny you
I feel so alive
I, I feel so alive
For the very first time
An' I think I can fly

Sunshine upon my face
A new song for me to sing
Tell the world how I feel inside
Even though it might cost me everything

Now that I know this
So beyond, I can't hold this
I can never turn my back away
Now that I see you
I can never look away

I, I feel so alive
For the very first time
I can't deny you
I feel so alive
I, I feel so alive
For the very first time
An' I think I can fly

An' now that I know you
I could never turn my back away
An' now that I see you
I could never look away
An' now that I know you
I could never turn my back away
An' now that I see you
I believe no matter what they say

I, I feel so alive
For the very first time
I can't deny you
I feel so alive
I, I feel so alive
For the very first time
An' I think I can fly

I, I feel so alive
For the very first time
An' I think I can fly

I, I feel so alive
For the very first time
An' I think I can fly

An' I think I can fly
An' I think I can fly
An' I think I can fly",8,0.0857,0.484,0.773,0,0.089,-6.895,0.0865,0.383,80.47
14,All About That Bass,Kidz Bop Kids,2016-04-01,"Because you know
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it
Like I'm supposed to do
Cause I got those dance moves that all the boys chase
And all the right moves in all the right places
I see the magazine workin' that Photoshop
We know that it ain't real
C'mon now, make it stop
If you got beauty, beauty, just raise 'em up
Cause every inch of you is perfect
From the bottom to the top
Yeah, my mama she told me don't worry about your size
She says, ""Don't let it keep you at home in your room at night.""
You know I won't be no stick figure fake plastic Barbie doll
So if that's what you're into then go ahead and move along
Because you know I'm
All about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass
Hey!
I'm bringing it all back
Go ahead and tell them skinny ladies that
No, I'm just playing. I know you think you're fat
But I'm here to tell ya
Every inch of you is perfect from the bottom to the top
Yeah my mama she told me don't worry about your size
She says, ""Don't let it keep you at home in your room at night.""
You know I won't be no stick figure fake plastic Barbie doll
So if that's what you're into then go ahead and move along
Because you know I'm
All about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass
Because you know I'm
All about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass
Because you know I'm
All about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass, no treble
I'm all about that bass
'Bout that bass
'Bout that bass
'Bout that bass",38,0.119,0.814,0.922,0,0.316,-3.269,0.131,0.962,134.061
15,All I Want For Christmas Is You,Kidz Bop Kids,2018-09-14,"All I want for Christmas is you

I don't want a lot for Christmas
There is just one thing I need
And I don't care about the presents
Underneath the Christmas tree

I don't need to hang my stocking
There upon the fireplace
Santa Claus won't make me happy
With a toy on Christmas day

I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you, you, baby

I won't ask for much this Christmas
I don't even wish for snow
I'm just gonna keep on waiting
Underneath the mistletoe

I won't make a list and send it
To the North Pole for Saint Nick
I won't even stay awake
To hear those magic reindeer's click

'Cause I just want you here tonight
Holding on to me so tight
What more can I do?
Baby, all I want for Christmas is you, you, baby

All the lights are shining
So brightly everywhere
And the sound of children's
Laughter fills the air

And everyone is singing
I hear those sleigh bells ringing
Santa won't you bring me the one I really need
Won't you please bring my baby to me?

I don't want a lot for Christmas
This is all I'm asking for
I just want to see my baby
Standing right outside my door

Oh, I just want him for my own
More than you could ever know
Make my wish come true
Baby, all I want for Christmas is you

All I want for Christmas is you, baby
All I want for Christmas is you, baby
All I want for Christmas is you, baby
All I want for Christmas is you, baby

Ho, ho, ho, Merry Christmas",40,0.00261,0.45,0.926,0,0.302,-1.378,0.0411,0.297,150.044
16,All Of Me,Kidz Bop Kids,2014-07-15,"What would i do without your smart mouth
Drawin me in and you hearin me out
Got my head spinin,no kidding i can't pin you down
Whats goin in that bueatiful mind
Im on your magical mystery ride
And im so dizzy, dont know what hit me but ill be alright
My heads underwater but im breathing fine
Your crazy and im out of my mind
Cuz all of me loves all of you
Love your words and all your edges
All your perfect imperfections
Give your all to me,i'll give my all to you
Your my end and my begining
Even when i loose im wining
Cuz i'll give you all of me
And you give me all of you,ohh
How may times do i have to tell you
Even when your crying your beautiful to
The world is beating you down for every mood
Your my downfall your my muse
My worst distraction my rhythm and blues
I can't stop signing its ringing in my head for you
My heads underwater but I'm breathing fine
Your crazy and I'm out of my mind
Cuz all of me loves all of you
Love your words and all your edges
All your perfect imperfections
Give your all to me I'll give my all to you
Your my end and my beginning
Even when I loose I'm wining
Cuz I give you all of me
And you give me all of you,ohh
Give me all of you
Cards on the table were both showing hearts
Risking it all though its hard
Cuz all of me loves all of you
Love your words and all your edges
All your perfect imperfections
Give your all to me I'll give my all to you
Give my end and my begining
Even when I loose I'm wining
Cuz I give you all of me
And you give me all of you
And I give you all of me
And you give me all of you,ohh",23,0.821,0.543,0.548,0,0.266,-4.185,0.0303,0.457,126.014
17,All Star,Kidz Bop Kids,2001-10-09,"Somebody once told me the world is gonna roll me
I ain't the sharpest tool in the shed
She was looking kinda dumb with her finger and her
Thumb in the shape of an ""L"" on her forehead

Well the years start coming and they don't stop coming
Fed to the rules and I hit the ground running
Didn't make sense not to live for fun
Your brain gets smart but your head gets dumb
So much to do so much to see
So what's wrong with takin the backstreets
You'll never know if you don't go
You'll never shine if you don't glow

Hey now you're an All Star get your game on, go play
Hey now you're a Rock Star get the show on get paid
(And all that glitters is gold)
Only shooting stars break the mold

It's a cool place and they say it gets colder
You're bundled up now but wait 'til you get older
But the media men beg to differ
Judging by the hole in the satellite picture

The ice we skate is getting pretty thin
The waters getting warm so you might as well swim
My world's on fire how about yours
That's the way I like it and I never get bored

Hey now you're an All Star get your game on, go play
Hey now you're a Rock Star get the show on get paid
(And all that glitters is gold)
Only shooting stars break the mold

Hey now you're an All Star get your game on, go play
Hey now you're a Rock Star get the show on get paid
(And all that glitters is gold)
Only shooting stars break the mold

Somebody once asked, ""could you spare some change for gas
I need to get myself away from this place""
I said yep what a concept
I could use a little fuel myself
And we could all use a little change

Well the years start coming and they don't stop coming
Fed to the rules and I hit the ground running
Didn't make sense not to live for fun
Your brain gets smart but your head gets dumb
So much to do so much to see
So what's wrong with taking the back streets
You'll never know if you don't go
You'll never shine if you don't glow

Hey now you're an All Star get your game on, go play
Hey now you're a Rock Star get the show on get paid
(And all that glitters is gold)
Only shooting stars break the mold

(And all that glitters is gold)
Only shooting stars break the mold",28,0.0217,0.849,0.628,1.09e-06,0.106,-10.45,0.0355,0.679,104.004
18,All The Right Moves,Kidz Bop Kids,2010-07-20,"All the right friends in all the right places
So yeah, we're going down
They got all the right moves and all the right faces
So yeah, we're going down
Let's paint the picture of the perfect place
They've got it better then when anyone's told ya
They'll be the king of hearts and you're the queen of spades
Then we'll fight for you like we were your soldiers
I know we got it good but they got it made
And the grass is getting greener each day
I know things are looking up but soon they'll take us down
Before anybody's knowing our name
They got all the right friends in all the right places
So yeah, we're going down
They got all the right moves and all the right faces
So yeah, we're going down
They say everybody knows, everybody knows
Where we're going, yeah, we're going down
They say everybody knows, everybody knows
Where we're going, yeah, we're going down
Do you think I'm special, do you think I'm nice?
Am I bright enough to shine in your spaces?
Between the noise you hear and the sound you like
Are we just sinking in the ocean of faces?
It can't be possible that rain can fall
Only when it's over our heads
The sun is shining every day but it's far away
Over the world that's lead
They got all the right friends in all the right places
So yeah, we're going down
They got all the right moves and all the right faces
So yeah, we're going down
They say everybody knows, everybody knows
Where we're going, yeah, we're going down
They say everybody knows, everybody knows
Where we're going, yeah, we're going down
It don't matter what you see, I know I could never be
Someone that will look like you
It don't matter what you say, I know I could never fake
Someone that could sound like you
All the right friends in all the right places
So yeah, we're going down
They got all the right moves and all the right faces
So yeah, we're going down
They say everybody knows, everybody knows
Where we're going, so yeah, we're going down
They say everybody knows, everybody knows
Where we're going, yeah, we're going down
They say all the right moves, hey
Yeah, we're going down
All the right moves, hey
Yeah, we're going down",12,0.0005,0.507,0.888,2.48e-05,0.0774,-7.127,0.0319,0.836,146.09
19,All The Small Things,Kidz Bop Kids,2001-10-09,"All the small things
True care, truth brings
I'll take one lift
Your ride, best trip

Always, I know
You'll be at my show
Watching, waiting
Commiserating

Say it ain't so I will not go
Turn the lights off carry me home

Na na na
Na na na
Na na na
Na na na

Late night, come home
Work sucks, I know
She left me roses by the stairs
Surprises let me know she cares

Say it ain't so I will not go
Turn the lights off carry me home

Na na na
Na na na
Na na na
Na na na

Say it ain't so, I will not go
Turn the lights off carry me home
Keep your head still, I'll be your thrill
The night will go on my little windmill

Say it ain't so, I will not go
(Na na na)
Turn the lights off, carry me home
(Na na na)

Keep your head still, I'll be your thrill
(Na na na)
The night will go on, the night will go on
(Na na na)
My little windmill",20,0.375,0.718,0.488,0.685,0.101,-10.836,0.0344,0.39,151.509
20,All You Need Is Love,Kidz Bop Kids,2009-11-10,"Love, love, love
Love, love, love
Love, love, love
There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say but you can learn how to play the game
It's easy
There's nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do but you can learn how to be you in time
It's easy
All you need is love
All you need is love
All you need is love, love
Love is all you need
Love, love, love
Love, love, love
Love, love, love
All you need is love
All you need is love
All you need is love, love
Love is all you need
There's nothing you can know that isn't known
Nothing you can see that isn't shown
Nowhere you can be that isn't where you're meant to be
It's easy
All you need is love
All you need is love
All you need is love, love
Love is all you need
All you need is love
All together now
All you need is love
Everybody
All you need is love, love
Love is all you need
Love is all you need
Love is all you need
Love is all you need
...",13,0.0105,0.658,0.79,0.000123,0.0797,-7.382,0.0285,0.769,106.01
21,All You Wanted,Kidz Bop Kids,2003-03-04,"I wanted to be like you, I wanted everything
So I tried to be like you and I got swept away

I didn't know that it was so cold and
You needed someone to show you the way
So, I took your hand, we figured out that
When the tide comes I'd take you away

If you want to, I can save you
I can take you away from here
So lonely inside, so busy out there
And all you wanted was somebody who cares

I'm sinking slowly, so hurry hold me
Your hand is all I have to keep me hanging on
Please, can you tell me, so I can finally see
Where you go when you're gone?

If you want to, I can save you
I can take you away from here
So lonely inside, so busy out there
And all you wanted was somebody who cares

All you wanted was somebody who cares
If you need me you know I'll be there
Oh, oh, oh, yeah, yeah

If you want to, I can save you
I can take you away from here
(Take you away)
So lonely inside, so busy out there
And all you wanted was somebody who cares

If you want to, I can save you
I can take you away from here
(I can take you away)
So lonely inside, so busy out there
And all you wanted was somebody who cares

Please, can you tell me, so I can finally see
Where you go when you're gone?",8,0.164,0.573,0.558,0,0.276,-8.648,0.0248,0.643,96.432
22,Already Gone,Kidz Bop Kids,2010-01-26,"Remember all the things we wanted
Now all our memories, they're haunted
We were always meant to say goodbye

Even with our fists held high, it
Never would've worked out right, yeah
We were never meant for do or die

I didn't want us to burn out
I didn't come here to hurt you, now I can't stop

I want you to know that it doesn't matter
Where we take this road but someone's gotta go
And I want you to know you couldn't have loved me better
But I want you to move on so I'm already gone

Lookin' at you makes it harder
But I know that you'll find another
That doesn't always make you wanna cry

It started with a perfect thing then
We could feel the power set in
Perfect couldn't keep this love alive

You know that I love you so I
Love you enough to let you go

I want you to know that it doesn't matter
Where we take this road but someone's gotta go
And I want you to know you couldn't have loved me better
But I want you to move on so I'm already gone

I'm already gone, I'm already gone
There's no moving on so I'm already gone
Already gone, already gone, already gone

Remember all the things we wanted
Now all our memories they're haunted
We were always meant to say goodbye

I want you to know that it doesn't matter
Where we take this road but someone's gotta go
And I want you to know you couldn't have loved me better
But I want you to move on so I'm already gone

I'm already gone, I'm already gone
There's no moving on so I'm already gone",13,0.13,0.513,0.781,0.00044,0.249,-8.049,0.0569,0.666,147.912
23,American Boy,Kidz Bop Kids,2009-01-01,"Just another one champion sound
Me and you about to get down
Who the hottest in the world right now
Just touched down in London town

Bet they give me a pound
Tell them put the money in my hand right now
Tell the promoter we need more seats
We just sold out all the floor seats

Take me on a trip, I'd like to go some day
Take me to New York, I'd love to see L.A
I really want to come kick it with you
You'll be my American boy, American boy

He said, ""Hey, sister, it's really, really nice to meet ya""
I just met this four foot seven boy who's just my type
I like the way he's speaking, his confidence is peaking
Don't like his baggy jeans but I like the way he's thinking

And no, I ain't been to MIA
I heard that Cali never rains and New York heart awaits
First let's see the West End, I'll show you all my best friends
I'm likin' this American boy, American boy

Take me on a trip, I'd like to go someday
Take me to New York, I'd love to see L.A
I really want to come kick it with you
You'll be my American boy, American boy

Can we get away this weekend? Take me to Broadway
Let's go shopping baby then we'll go to a Cafe
Let's go on the subway, take me to your hood
I never been to Brooklyn and I'd like to see what's good

Dressed in all your fancy clothes
Sneakers looking fresh to death, I'm lovin' those shell toes
Walkin' that walk, talk that slick talk
I'm likin' this American boy, American boy

Take me on a trip, I'd like to go some day
Take me to New York, I'd love to see L.A
I really want to come kick it with you
You'll be my American boy, American boy

Would you be my love, my love?
Would you be my love, my love?
Could you be my love, my love?
Would you be my American boy, American boy?

Take me on a trip, I'd like to go some day
Take me to New York, I'd love to see L.A
I really want to come kick it with you
You'll be my American boy, American boy
American boy, American boy, American",13,0.0714,0.878,0.584,0,0.11,-9.085,0.303,0.621,117.973
